DC,TC,MC,PH
0.0000,0.0000,-0.1585,3
0.0000,0.0000,-0.1585,3
0.0000,0.0000,-0.1585,3
0.0000,0.0000,-0.1417,3
0.0000,0.0000,-0.1417,3
0.0000,0.0000,-0.1417,3
0.0000,0.0000,-0.1417,3
0.0000,0.0000,-0.1417,3
0.0000,0.0000,-0.1417,3
0.0000,0.0000,-0.1417,3
0.0000,0.0000,-0.1417,3
0.0000,0.0000,-0.1585,3
0.0000,0.0000,-0.1585,3
0.0000,0.0000,-0.1417,3
0.0000,0.0000,-0.1417,3
0.0000,0.0000,-0.1417,3
0.0000,0.0000,-0.1417,3
0.0000,0.0000,-0.1417,3
0.0000,0.0000,-0.1417,3
0.0000,0.0000,-0.1417,3
0.0000,0.0000,-0.1417,3
0.0000,0.0000,-0.1585,3
0.0000,0.0000,-0.1585,3
0.0000,0.0000,-0.1417,3
0.0000,0.0000,-0.1417,3
0.0000,0.0000,-0.1249,3
0.0000,0.0000,-0.1249,3
0.0000,0.0000,-0.1249,3
0.0000,0.0000,-0.1249,3
0.0000,0.0000,-0.1417,3
0.0000,0.0000,-0.1417,3
0.0000,0.0000,-0.1417,3
0.0000,0.0000,-0.1417,3
0.0000,0.0000,-0.1585,3
0.0000,0.0000,-0.1585,3
0.0000,0.0000,-0.1585,3
0.0000,0.0000,-0.1585,3
0.0000,0.0000,-0.1585,3
0.0000,0.0000,-0.1585,3
0.0000,0.0000,-0.1585,3
0.0000,0.0000,-0.1585,3
0.0000,0.0000,-0.1417,3
0.0000,0.0000,-0.1417,3
0.0000,0.0000,-0.1417,3
0.0000,0.0000,-0.1417,3
0.0000,0.0000,-0.1417,3
0.0000,0.0000,-0.1417,3
0.0000,0.0000,-0.1417,3
0.0000,0.0000,-0.1417,3
0.0000,0.0000,-0.1249,3
0.0000,0.0000,-0.1249,3
0.0000,0.0000,-0.1249,3
0.0000,0.0000,-0.1249,3
0.0000,0.0000,-0.1249,3
0.0000,0.0000,-0.1249,3
0.0000,0.0000,-0.1249,3
0.0000,0.0000,-0.1249,3
0.0000,0.0000,-0.1417,3
0.0000,0.0000,-0.1417,3
0.0000,0.0000,-0.1417,3
0.0000,0.0000,-0.1417,3
0.0000,0.0000,-0.1585,3
0.0000,0.0000,-0.1585,3
0.0000,0.0000,-0.1249,3
0.0000,0.0000,-0.1249,3
0.0000,0.0000,-0.1417,3
0.0000,0.0000,-0.1417,3
0.0000,0.0000,-0.1249,3
0.0000,0.0000,-0.1249,3
0.0000,0.0000,-0.1417,3
0.0000,0.0000,-0.1417,3
0.0000,0.0000,-0.1417,3
0.0000,0.0000,-0.1417,3
0.0000,0.0000,-0.1249,3
0.0000,0.0000,-0.1249,3
0.0000,0.0000,-0.1081,3
0.0000,0.0000,-0.1081,3
0.0000,0.0000,-0.1417,3
0.0000,0.0000,-0.1417,3
0.0000,0.0000,-0.1417,3
0.0000,0.0000,-0.1417,3
0.0000,0.0000,-0.1417,3
0.0000,0.0000,-0.1417,3
0.0000,0.0000,-0.1249,3
0.0000,0.0000,-0.1249,3
0.0000,0.0000,-0.1249,3
0.0000,0.0000,-0.1249,3
0.0000,0.0000,-0.1249,3
0.0000,0.0000,-0.1249,3
0.0000,0.0000,-0.1081,3
0.0000,0.0000,-0.1081,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.1081,3
0.0000,0.0000,-0.1081,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.1249,3
0.0000,0.0000,-0.1249,3
0.0000,0.0000,-0.1081,3
0.0000,0.0000,-0.1081,3
0.0000,0.0000,-0.1081,3
0.0000,0.0000,-0.1081,3
0.0000,0.0000,-0.1081,3
0.0000,0.0000,-0.1081,3
0.0000,0.0000,-0.1249,3
0.0000,0.0000,-0.1249,3
0.0000,0.0000,-0.1081,3
0.0000,0.0000,-0.1081,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.1081,3
0.0000,0.0000,-0.1081,3
0.0000,0.0000,-0.1081,3
0.0000,0.0000,-0.1081,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.1081,3
0.0000,0.0000,-0.1081,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.1081,3
0.0000,0.0000,-0.1081,3
0.0000,0.0000,-0.1249,3
0.0000,0.0000,-0.1249,3
0.0000,0.0000,-0.1081,3
0.0000,0.0000,-0.1081,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.1081,3
0.0000,0.0000,-0.1081,3
0.0000,0.0000,-0.1081,3
0.0000,0.0000,-0.1081,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.1249,3
0.0000,0.0000,-0.1249,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.1081,3
0.0000,0.0000,-0.1081,3
0.0000,0.0000,-0.1249,3
0.0000,0.0000,-0.1249,3
0.0000,0.0000,-0.1081,3
0.0000,0.0000,-0.1081,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.0745,3
0.0000,0.0000,-0.0745,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.0745,3
0.0000,0.0000,-0.0745,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.0745,3
0.0000,0.0000,-0.0745,3
0.0000,0.0000,-0.0745,3
0.0000,0.0000,-0.0745,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.0745,3
0.0000,0.0000,-0.0745,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.1081,3
0.0000,0.0000,-0.1081,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.0745,3
0.0000,0.0000,-0.0745,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.0745,3
0.0000,0.0000,-0.0745,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.1081,3
0.0000,0.0000,-0.1081,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.0745,3
0.0000,0.0000,-0.0745,3
0.0000,0.0000,-0.0578,3
0.0000,0.0000,-0.0578,3
0.0000,0.0000,-0.0745,3
0.0000,0.0000,-0.0745,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.1081,3
0.0000,0.0000,-0.1081,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.0913,3
0.0000,0.0000,-0.0913,3

0.2101,0.5216,0.3116,5
0.0000,0.1616,0.3116,5
0.0000,0.1616,0.1773,5
0.0000,0.1616,0.1773,5
0.0000,0.1491,0.1269,5
0.0000,0.1491,0.1269,5
0.0000,0.1491,0.0598,5
0.0000,0.1491,0.0598,5
0.1897,0.2086,0.0094,5
0.1907,0.2086,0.0094,5
0.1957,0.2086,-0.0074,5
0.1967,0.2086,-0.0074,5
0.1340,0.1936,-0.0242,5
0.1349,0.1936,-0.0242,5
0.1357,0.1936,-0.0242,5
0.1366,0.1936,-0.0242,5
0.1374,0.1936,-0.0242,5
0.1383,0.1936,-0.0242,5
0.0718,0.1936,-0.0578,5
0.0725,0.1936,-0.0578,5
0.0320,0.1731,-0.0578,5
0.0326,0.1731,-0.0578,5
0.0332,0.1731,-0.0578,5
0.0338,0.1731,-0.0578,5
0.1081,0.1931,-0.0410,5
0.1089,0.1931,-0.0410,5
0.0423,0.1931,-0.0745,5
0.0429,0.1931,-0.0745,5
0.0762,0.1926,-0.0578,5
0.0768,0.1926,-0.0578,5
0.0775,0.1926,-0.0578,5
0.0782,0.1926,-0.0578,5
0.1120,0.2091,-0.0578,5
0.1127,0.2091,-0.0578,5
0.0798,0.2091,-0.0745,5
0.0805,0.2091,-0.0745,5
0.0501,0.1936,-0.0745,5
0.0507,0.1936,-0.0745,5
0.0513,0.1936,-0.0745,0
0.0519,0.1936,-0.0745,0
0.0000,0.1936,-0.7629,0
0.0000,0.0000,-0.7629,0
0.0000,0.0000,-0.5446,0
0.0000,0.0000,-0.5446,0
0.0000,0.0000,-0.3767,0
0.0000,0.0000,-0.3767,0
0.0000,0.0000,-0.2928,0
0.0000,0.0000,-0.2928,0
0.0000,0.0000,-0.2089,0
0.0000,0.0000,-0.2089,0
0.0000,0.0000,-0.1753,0
0.0000,0.0000,-0.1753,0
0.0000,0.0000,-0.1417,0
0.0000,0.0000,-0.1417,0
0.0000,0.0000,-0.1081,0
0.0000,0.0000,-0.1081,0
0.0000,0.0000,-0.1081,0
0.0000,0.0000,-0.1081,0
0.0000,0.0000,-0.1249,0
0.0000,0.0000,-0.1249,0
0.0000,0.0000,-0.1081,0
0.0000,0.0000,-0.1081,0
0.0000,0.0000,-0.1249,0
0.0000,0.0000,-0.1249,0
0.0000,0.0000,-0.1081,0
0.0000,0.0000,-0.1081,0
0.0000,0.0000,-0.1249,0
0.0000,0.0000,-0.1249,0
0.0000,0.0121,-0.0913,0
0.0000,0.0121,-0.0913,0
0.0000,0.0121,-0.0913,0
0.0000,0.0121,-0.0913,0
0.0000,0.0000,-0.1081,0
0.0000,0.0000,-0.1081,0
0.0000,0.0000,-0.1081,0
0.0000,0.0000,-0.1081,0
0.0000,0.0121,-0.0913,0
0.0000,0.0121,-0.0913,0
0.0000,0.0121,-0.0913,0
0.0000,0.0121,-0.0913,0
0.0000,0.0000,-0.0913,0
0.0000,0.0000,-0.0913,0
0.0000,0.0000,-0.0913,0
0.0000,0.0000,-0.0913,0
0.0000,0.0000,-0.0913,0
0.0000,0.0000,-0.0913,0
0.0000,0.0000,-0.1081,0
0.0000,0.0000,-0.1081,0
0.0000,0.0000,-0.1081,0
0.0000,0.0000,-0.1081,0
0.0000,0.0000,-0.0913,0
0.0000,0.0000,-0.0913,0
0.0000,0.0000,-0.1081,0
0.0000,0.0000,-0.1081,0
0.0000,0.0000,-0.0913,0
0.0000,0.0000,-0.0913,0
0.0000,0.0000,-0.0913,0
0.0000,0.0000,-0.0913,0
0.0000,0.0000,-0.1081,0
0.0000,0.0000,-0.1081,0
0.0000,0.0000,-0.1081,0
0.0000,0.0000,-0.1081,0
0.0000,0.0000,-0.1249,0
0.0000,0.0000,-0.1249,0
0.0000,0.0121,-0.1249,0
0.0000,0.0121,-0.1249,0
0.0000,0.0121,-0.1081,0
0.0000,0.0121,-0.1081,0
0.0000,0.0000,-0.0913,0
0.0000,0.0000,-0.0913,0
0.0000,0.0000,-0.0913,0
0.0000,0.0000,-0.0913,0
0.0000,0.0116,-0.0913,0
0.0000,0.0116,-0.0913,0
0.0000,0.0116,-0.1081,0
0.0000,0.0116,-0.1081,0
0.0000,0.0000,-0.0913,1
0.0000,0.0000,-0.0913,1
0.0000,0.0000,-0.1081,1
0.0000,0.0000,-0.1081,1
0.0000,0.0000,-0.0913,1
0.0000,0.0000,-0.0913,1
0.0000,0.0000,-0.1081,1
0.0000,0.0000,-0.1081,1
0.0000,0.0000,-0.0913,1
0.0000,0.0000,-0.0913,1
0.0000,0.0000,-0.1081,1
0.0000,0.0000,-0.1081,1
0.0000,0.0126,-0.1081,1
0.0000,0.0126,-0.1081,1
0.0000,0.0126,-0.0913,1
0.0000,0.0126,-0.0913,1
0.0000,0.0000,-0.1081,1
0.0000,0.0000,-0.1081,1
0.0000,0.0000,-0.1081,1
0.0000,0.0000,-0.1081,1
0.0000,0.0000,-0.0913,1
0.0000,0.0000,-0.0913,1
0.0000,0.0000,-0.1081,1
0.0000,0.0000,-0.1081,1
0.0000,0.0126,-0.0745,1
0.0000,0.0126,-0.0745,1
0.0000,0.0126,-0.0913,1
0.0000,0.0126,-0.0913,1
0.0000,0.0000,-0.1081,1
0.0000,0.0000,-0.1081,1
0.0000,0.0000,-0.1081,1
0.0000,0.0000,-0.1081,1
0.0000,0.0121,-0.0913,1
0.0000,0.0121,-0.0913,1
0.0000,0.0121,-0.0745,1
0.0000,0.0121,-0.0745,1
0.0000,0.0000,-0.0913,1
0.0000,0.0000,-0.0913,1
0.0000,0.0000,-0.0913,1
0.0000,0.0000,-0.0913,1
0.0000,0.0000,-0.0913,1
0.0000,0.0000,-0.0913,1
0.0000,0.0000,-0.0745,1
0.0000,0.0000,-0.0745,1
0.0000,0.0121,-0.0745,1
0.0000,0.0121,-0.0745,1
0.0000,0.0121,-0.0913,1
0.0000,0.0121,-0.0913,1
0.0000,0.0000,-0.0913,1
0.0000,0.0000,-0.0913,1
0.0000,0.0000,-0.1081,1
0.0000,0.0000,-0.1081,1
0.0000,0.0000,-0.1081,1
0.0000,0.0000,-0.1081,1
0.0000,0.0000,-0.1081,1
0.0000,0.0000,-0.1081,1
0.0000,0.0121,-0.0913,1
0.0000,0.0121,-0.0913,1
0.0000,0.0121,-0.0913,1
0.0000,0.0121,-0.0913,1
0.0000,0.0000,-0.0745,1
0.0000,0.0000,-0.0745,1
0.0000,0.0000,-0.0745,1
0.0000,0.0000,-0.0745,1
0.0000,0.0000,-0.0913,1
0.0000,0.0000,-0.0913,1
0.0000,0.0000,-0.0745,1
0.0000,0.0000,-0.0745,1
0.0000,0.0126,-0.0913,1
0.0000,0.0126,-0.0913,1
0.0000,0.0126,-0.1081,1
0.0000,0.0126,-0.1081,1
0.0000,0.0000,-0.0913,1
0.0000,0.0000,-0.0913,1
0.0000,0.0000,-0.1081,1
0.0000,0.0000,-0.1081,1
0.0000,0.0000,-0.0913,1
0.0000,0.0000,-0.0913,1
0.0000,0.0000,-0.0913,1
0.0000,0.0000,-0.0913,1
0.0000,0.0126,-0.0913,1
0.0000,0.0126,-0.0913,1
0.0000,0.0126,-0.0745,1
0.0000,0.0126,-0.0745,1
0.0000,0.0000,-0.0745,1
0.0000,0.0000,-0.0745,1
0.0000,0.0000,-0.0578,1
0.0000,0.0000,-0.0578,1
0.0000,0.0121,-0.0745,1
0.0000,0.0121,-0.0745,1
0.0000,0.0121,-0.0913,1
0.0000,0.0121,-0.0913,1
0.0000,0.0000,-0.0913,1
0.0000,0.0000,-0.0913,1
0.0000,0.0000,-0.0745,1
0.0000,0.0000,-0.0745,1
0.0000,0.0000,-0.0913,1
0.0000,0.0000,-0.0913,1
0.0000,0.0000,-0.0745,1
0.0000,0.0000,-0.0745,1
0.0000,0.0126,-0.0745,1
0.0000,0.0126,-0.0745,1
0.0000,0.0126,-0.0745,1
0.0000,0.0126,-0.0745,1
0.0000,0.0000,-0.0745,1
0.0000,0.0000,-0.0745,1
0.0000,0.0000,-0.0745,1
0.0000,0.0000,-0.0745,1
0.0000,0.0000,-0.0745,1
0.0000,0.0000,-0.0745,1
0.0000,0.0000,-0.0745,1
0.0000,0.0000,-0.0745,1
0.0000,0.0126,-0.0745,1
0.0000,0.0126,-0.0745,1
0.0000,0.0126,-0.0745,1
0.0000,0.0126,-0.0745,1
0.0000,0.0000,-0.0913,1
0.0000,0.0000,-0.0913,1
0.0000,0.0000,-0.1081,1
0.0000,0.0000,-0.1081,1
0.0000,0.0126,-0.0745,1
0.0000,0.0126,-0.0745,1
0.0000,0.0126,-0.0745,1
0.0000,0.0126,-0.0745,1
0.0000,0.0000,-0.0745,1
0.0000,0.0000,-0.0745,1
0.0000,0.0000,-0.0745,1
0.0000,0.0000,-0.0745,1
0.0000,0.0000,-0.0913,1
0.0000,0.0000,-0.0913,1
0.0000,0.0000,-0.0745,1
0.0000,0.0000,-0.0745,1
0.0000,0.0121,-0.0745,1
0.0000,0.0121,-0.0745,1
0.0000,0.0121,-0.0913,1
0.0000,0.0121,-0.0913,1
0.0000,0.0000,-0.0913,1
0.0000,0.0000,-0.0913,1
0.0000,0.0000,-0.0913,1
0.0000,0.0000,-0.0913,1
0.0000,0.0000,-0.0745,1
0.0000,0.0000,-0.0745,1
0.0000,0.0000,-0.0913,1
0.0000,0.0000,-0.0913,1
0.0000,0.0126,-0.0578,1
0.0000,0.0126,-0.0578,1
0.0000,0.0126,-0.0745,1
0.0000,0.0126,-0.0745,1
0.0000,0.0000,-0.0578,1
0.0000,0.0000,-0.0578,1
0.0000,0.0000,-0.0578,1
0.0000,0.0000,-0.0578,1
0.0000,0.0000,-0.0578,1
0.0000,0.0000,-0.0578,1
0.0000,0.0000,-0.0745,1
0.0000,0.0000,-0.0745,1
0.0000,0.0121,-0.0745,1
0.0000,0.0121,-0.0745,1
0.0000,0.0121,-0.0745,1
0.0000,0.0121,-0.0745,1
0.0000,0.0000,-0.0578,1
0.0000,0.0000,-0.0578,1
0.0000,0.0000,-0.0745,1
0.0000,0.0000,-0.0745,1
0.0000,0.0000,-0.0578,1
0.0000,0.0000,-0.0578,1
0.0000,0.0000,-0.0578,1
0.0000,0.0000,-0.0578,1
0.0000,0.0126,-0.0578,1
0.0000,0.0126,-0.0578,1
0.0000,0.0126,-0.0913,1
0.0000,0.0126,-0.0913,1
0.0000,0.0000,-0.0578,1
0.0000,0.0000,-0.0578,1
0.0000,0.0000,-0.0578,1
0.0000,0.0000,-0.0578,1
0.0000,0.0121,-0.0578,1
0.0000,0.0121,-0.0578,1
0.0000,0.0121,-0.0913,1
0.0000,0.0121,-0.0913,1
0.0000,0.0000,-0.0578,1
0.0000,0.0000,-0.0578,1
0.0000,0.0000,-0.0745,1
0.0000,0.0000,-0.0745,1
0.0000,0.0000,-0.0745,1
0.0000,0.0000,-0.0745,1
0.0000,0.0000,-0.0745,1
0.0000,0.0000,-0.0745,1
0.0000,0.0126,-0.0745,1
0.0000,0.0126,-0.0745,1
0.0000,0.0126,-0.0578,1
0.0000,0.0126,-0.0578,1
0.0000,0.0000,-0.0578,1
0.0000,0.0000,-0.0578,1
0.0000,0.0000,-0.0410,1
0.0000,0.0000,-0.0410,1
0.0000,0.0000,-0.0578,1
0.0000,0.0000,-0.0578,1
0.0000,0.0000,-0.0745,1
0.0000,0.0000,-0.0745,1
0.0000,0.0126,-0.0578,1
0.0000,0.0126,-0.0578,1
0.0000,0.0126,-0.0745,1
0.0000,0.0126,-0.0745,1
0.0000,0.0000,-0.0745,1
0.0000,0.0000,-0.0745,1
0.0000,0.0000,-0.0745,1
0.0000,0.0000,-0.0745,1
0.0000,0.0000,-0.0578,1
0.0000,0.0000,-0.0578,1
0.0000,0.0000,-0.0745,1
0.0000,0.0000,-0.0745,1
0.0000,0.0121,-0.0578,1
0.0000,0.0121,-0.0578,1
0.0000,0.0121,-0.0578,1
0.0000,0.0121,-0.0578,1
0.0000,0.0000,-0.0578,1
0.0000,0.0000,-0.0578,1
0.0000,0.0000,-0.0578,1
0.0000,0.0000,-0.0578,1
0.0000,0.0000,-0.0578,1
0.0000,0.0000,-0.0578,1
0.0000,0.0000,-0.0578,1
0.0000,0.0000,-0.0578,1
0.0000,0.0126,-0.0410,1
0.0000,0.0126,-0.0410,1
0.0000,0.0126,-0.0410,1
0.0000,0.0126,-0.0410,1
0.0000,0.0000,-0.0578,1
0.0000,0.0000,-0.0578,1
0.0000,0.0000,-0.0578,1
0.0000,0.0000,-0.0578,1
0.0000,0.0000,-0.0410,1
0.0000,0.0000,-0.0410,1
0.0000,0.0000,-0.0410,1
0.0000,0.0000,-0.0410,1
0.0000,0.0121,-0.0578,1
0.0000,0.0121,-0.0578,1
0.0000,0.0121,-0.0745,1
0.0000,0.0121,-0.0745,1
0.0000,0.0000,-0.0578,1
0.0000,0.0000,-0.0578,1
0.0000,0.0000,-0.0578,1
0.0000,0.0000,-0.0578,1
0.0000,0.0121,-0.0745,1
0.0000,0.0121,-0.0745,1
0.0000,0.0121,-0.0578,1
0.0000,0.0121,-0.0578,1
0.0000,0.0000,-0.0578,1
0.0000,0.0000,-0.0578,1
0.0000,0.0000,-0.0745,1
0.0000,0.0000,-0.0745,1
0.0000,0.0000,-0.0578,1
0.0000,0.0000,-0.0578,1
0.0000,0.0000,-0.0745,1
0.0000,0.0000,-0.0745,1
0.0000,0.0126,-0.0578,1
0.0000,0.0126,-0.0578,1
0.0000,0.0126,-0.0578,1
0.0000,0.0126,-0.0578,1
0.0000,0.0000,-0.0578,1
0.0000,0.0000,-0.0578,1
0.0000,0.0000,-0.0578,1
0.0000,0.0000,-0.0578,1
0.0000,0.0000,-0.0745,1
0.0000,0.0000,-0.0745,1
0.0000,0.0000,-0.0745,1
0.0000,0.0000,-0.0745,1
0.0000,0.0126,-0.0745,2
0.0000,0.0126,-0.0745,2
0.0000,0.0126,0.7145,2
0.0000,0.0126,0.7145,2
0.0000,0.0000,0.3284,2
0.0000,0.0000,0.3284,2
0.0000,0.0000,0.1773,2
0.0000,0.0000,0.1773,2
0.0000,0.0131,0.0766,2
0.0000,0.0131,0.0766,2
0.0000,0.0131,-0.0074,2
0.0000,0.0131,-0.0074,2
0.0000,0.0000,-0.0242,2
0.0000,0.0000,-0.0242,2
0.0000,0.0000,-0.0578,2
0.0000,0.0000,-0.0578,2
0.0000,0.0000,-0.0745,2
0.0000,0.0000,-0.0745,2
0.0000,0.0000,-0.0745,2
0.0000,0.0000,-0.0745,2
0.0000,0.0000,-0.0913,2
0.0000,0.0000,-0.0913,2
0.0000,0.0000,-0.0745,2
0.0000,0.0000,-0.0745,2
0.0000,0.0000,-0.0913,2
0.0000,0.0000,-0.0913,2
0.0000,0.0000,-0.0745,2
0.0000,0.0000,-0.0745,2
0.0000,0.0000,-0.0745,2
0.0000,0.0000,-0.0745,2
0.0000,0.0000,-0.0913,2
0.0000,0.0000,-0.0913,2
0.0000,0.0125,-0.0913,2
0.0000,0.0125,-0.0913,2
0.0000,0.0125,-0.0913,2
0.0000,0.0125,-0.0913,2
0.0000,0.0000,-0.0913,2
0.0000,0.0000,-0.0913,2
0.0000,0.0000,-0.1081,2
0.0000,0.0000,-0.1081,2
0.0000,0.0000,-0.1081,2
0.0000,0.0000,-0.1081,2
0.0000,0.0000,-0.1249,2
0.0000,0.0000,-0.1249,2
0.0000,0.0000,-0.1081,2
0.0000,0.0000,-0.1081,2
0.0000,0.0000,-0.1081,2
0.0000,0.0000,-0.1081,2
0.0000,0.0000,-0.1081,2
0.0000,0.0000,-0.1081,2
0.0000,0.0000,-0.0913,2
0.0000,0.0000,-0.0913,2
0.0000,0.0130,-0.0745,2
0.0000,0.0130,-0.0745,2
0.0000,0.0130,-0.1081,2
0.0000,0.0130,-0.1081,2
0.0000,0.0000,-0.0745,2
0.0000,0.0000,-0.0745,2
0.0000,0.0000,-0.0913,2
0.0000,0.0000,-0.0913,2
0.0000,0.0000,-0.0913,2
0.0000,0.0000,-0.0913,2
0.0000,0.0000,-0.0913,2
0.0000,0.0000,-0.0913,2
0.0000,0.0000,-0.1081,2
0.0000,0.0000,-0.1081,2
0.0000,0.0000,-0.0913,2
0.0000,0.0000,-0.0913,2
0.0000,0.0000,-0.1081,2
0.0000,0.0000,-0.1081,2
0.0000,0.0000,-0.0745,2
0.0000,0.0000,-0.0745,2
0.0000,0.0000,-0.0745,2
0.0000,0.0000,-0.0745,2
0.0000,0.0000,-0.0745,2
0.0000,0.0000,-0.0745,2
0.0000,0.0125,-0.0913,2
0.0000,0.0125,-0.0913,2
0.0000,0.0125,-0.0745,2
0.0000,0.0125,-0.0745,2
0.0000,0.0000,-0.0913,2
0.0000,0.0000,-0.0913,2
0.0000,0.0000,-0.1081,2
0.0000,0.0000,-0.1081,2
0.0000,0.0000,-0.0913,2
0.0000,0.0000,-0.0913,2
0.0000,0.0000,-0.1081,2
0.0000,0.0000,-0.1081,2
0.0000,0.0000,-0.1081,2
0.0000,0.0000,-0.1081,2
0.0000,0.0000,-0.0745,2
0.0000,0.0000,-0.0745,2
0.0000,0.0000,-0.0745,2
0.0000,0.0000,-0.0745,2
0.0000,0.0000,-0.0745,2
0.0000,0.0000,-0.0745,2
0.0000,0.0130,-0.0745,2
0.0000,0.0130,-0.0745,2
0.0000,0.0130,-0.0745,2
0.0000,0.0130,-0.0745,2
0.0000,0.0000,-0.0745,2
0.0000,0.0000,-0.0745,2
0.0000,0.0000,-0.0745,2
0.0000,0.0000,-0.0745,2
0.0000,0.0000,-0.0913,2
0.0000,0.0000,-0.0913,2
0.0000,0.0000,-0.0913,2
0.0000,0.0000,-0.0913,2
0.0000,0.0000,-0.0745,2
0.0000,0.0000,-0.0745,2
0.0000,0.0000,-0.0913,2
0.0000,0.0000,-0.0913,2
0.0000,0.0000,-0.0913,2
0.0000,0.0000,-0.0913,2
0.0000,0.0000,-0.0913,2
0.0000,0.0000,-0.0913,2
0.0000,0.0130,-0.0913,2
0.0000,0.0130,-0.0913,2
0.0000,0.0130,-0.0913,2
0.0000,0.0130,-0.0913,2
0.0000,0.0000,-0.0913,2
0.0000,0.0000,-0.0913,2
0.0000,0.0000,-0.0745,2
0.0000,0.0000,-0.0745,2
0.0000,0.0000,-0.0913,2
0.0000,0.0000,-0.0913,2
0.0000,0.0000,-0.0745,2
0.0000,0.0000,-0.0745,2
0.0000,0.0000,-0.0745,2
0.0000,0.0000,-0.0745,2
0.0000,0.0000,-0.0745,2
0.0000,0.0000,-0.0745,2
0.0000,0.0000,-0.0745,2
0.0000,0.0000,-0.0745,2
0.0000,0.0000,-0.0578,2
0.0000,0.0000,-0.0578,2
0.0000,0.0125,-0.0745,2
0.0000,0.0125,-0.0745,2
0.0000,0.0125,-0.0745,2
0.0000,0.0125,-0.0745,2
0.0000,0.0000,-0.0745,2
0.0000,0.0000,-0.0745,2
0.0000,0.0000,-0.0578,2
0.0000,0.0000,-0.0578,2
0.0000,0.0000,-0.0913,2
0.0000,0.0000,-0.0913,2
0.0000,0.0000,-0.0913,2
0.0000,0.0000,-0.0913,2
0.0000,0.0000,-0.0745,2
0.0000,0.0000,-0.0745,2
0.0000,0.0000,-0.0745,2
0.0000,0.0000,-0.0745,2
0.0000,0.0000,-0.0745,2
0.0000,0.0000,-0.0745,2
0.0000,0.0000,-0.0913,2
0.0000,0.0000,-0.0913,2
0.0000,0.0130,-0.0913,2
0.0000,0.0130,-0.0913,2
0.0000,0.0130,-0.0913,2
0.0000,0.0130,-0.0913,2
0.0000,0.0000,-0.1081,2
0.0000,0.0000,-0.1081,2
0.0000,0.0000,-0.1081,2
0.0000,0.0000,-0.1081,2
0.0000,0.0000,-0.1081,2
0.0000,0.0000,-0.1081,2
0.0000,0.0000,-0.1081,2
0.0000,0.0000,-0.1081,2
0.0000,0.0000,-0.1081,2
0.0000,0.0000,-0.1081,2
0.0000,0.0000,-0.1081,2
0.0000,0.0000,-0.1081,2
0.0000,0.0000,-0.1081,2
0.0000,0.0000,-0.1081,2
0.0000,0.0000,-0.0913,2
0.0000,0.0000,-0.0913,2
0.0000,0.0130,-0.0913,2
